publication_number,title,abstract,Lemmatized-Abstract,sub_classes,sub_class,topics,prob,query_publication_numbers,query_class_codes,query_abstract,query_predicted_topics,query_codes_G16H,exact_match_code,count_exact_match_top50,RFR
US2013337976A1,Personal wellness device,"A personal wellness device comprise two housing bodies, a force sensor, a user interface, one or more processors, and/or other components. A first housing body and a second housing body may be movably coupled together by way of a coupling mechanism such that the two housing bodies are reconfigurable between an open configuration and a closed configuration. The force sensor may be configured to generate a force output signal that conveys information related to compressive force exerted on the two housing bodies while in the closed configuration. The user interface may be accessible with the two housing bodies in the open configuration. The one or more processors may be configured to execute one or more computer program modules, including a presentation module configured to present, via the user interface, information associated with compressive force exerted on the two housing bodies, the information being derived from the force output signal.",personal wellness device comprise two housing body force sensor user interface one processor andor component first housing body second housing body movably coupled together way coupling mechanism two housing body reconfigurable open configuration closed configuration force sensor configured generate force output signal conveys information related compressive force exerted two housing body closed configuration user interface accessible two housing body open configuration one processor configured execute one computer program module including presentation module configured present user interface information associated compressive force exerted two housing body information derived force output signal,"['G16H20/30', 'A61B2505/09']","['G16H', 'A61B']",46,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[46],"G16H20/30,G16H,G16H20/00",G16H20/30,13,1.0
US2019159700A1,"Systems, apparatus, and methods for using a wearable device to confirm the identity of an individual","A wearable device includes at least one sensor for obtaining a unique identifier from the wearer when the wearer and for transmitting the unique identifier to one or more computer processors for use in determining whether the wearer is a particular individual. The wearable device may also include a wireless communications device for transmitting a signal (e.g., to a remote computing device) that confirms the identity of the wearer as the particular individual. A remote computing device, or other device, or individual, may then, based at least in part on receiving the signal, grant wearer access to a computer program, computing system, and/or a particular physical space.",wearable device includes one sensor obtaining unique identifier wearer wearer transmitting unique identifier one computer processor determining whether wearer particular individual wearable device include wireless communication device transmitting signal eg remote computing device confirms identity wearer particular individual remote computing device device individual based part receiving signal grant wearer access computer program computing system andor particular physical space,"['G16H40/67', 'G06F2218/00']","['G16H', 'G06F']",46,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[46],"G16H20/30,G16H,G16H20/00",,13,1.0
US2019142547A1,Sensor system,A sensor system including: a wristband (2) which has a storage unit storing patient identification information so that a patient can be identified by the patient identification information; and a sensor (3) which can measure vital information of the patient; wherein: the wristband (2) can transmit the patient identification information to the sensor (3) by human body communication through a surface of a body of the patient in a state in which the wristband (2) and the sensor (3) are attached to the patient; and the sensor (3) associates the patient identification information with the vital information and then transmits the vital information including the patient identification information to a bedside monitor 4.,sensor system including wristband storage unit storing patient identification information patient identified patient identification information sensor measure vital information patient wherein wristband transmit patient identification information sensor human body communication surface body patient state wristband sensor attached patient sensor associate patient identification information vital information transmits vital information including patient identification information bedside monitor,"['A61B5/00', 'G16H40/63']","['A61B', 'G16H']",46,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[46],"G16H20/30,G16H,G16H20/00",,13,1.0
US2019082974A1,Wearable audio devices,"A wearable audio device includes a housing configured to be positioned at an ear of a subject, a speaker and a chipset within the housing. The chipset includes a plurality of sensor elements, at least one signal processor, at least one digital bus, power regulating circuitry, and at least one wireless transmitter. The sensor elements include at least one optical emitter, at least one optical detector, and at least one noise source. The chipset is positioned within the housing such that the at least one optical emitter and at least one optical detector are in optical communication with the ear via a window in the housing. The at least one signal processor includes sensor signal conditioning algorithms configured to process signals from the sensor elements to generate physiological assessment information about the subject. The at least one wireless transmitter is configured to communicate the physiological assessment information to a remote device.",wearable audio device includes housing configured positioned ear subject speaker chipset housing chipset includes plurality sensor element one signal processor one digital bus power regulating circuitry one wireless transmitter sensor element include one optical emitter one optical detector one noise source chipset positioned housing one optical emitter one optical detector optical communication ear window housing one signal processor includes sensor signal conditioning algorithm configured process signal sensor element generate physiological assessment information subject one wireless transmitter configured communicate physiological assessment information remote device,"['G16H40/67', 'G16H40/67']","['G16H', 'G16H']",46,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[46],"G16H20/30,G16H,G16H20/00",,13,1.0
US2020160980A1,Ecg interpretation system,"An electrocardiogram (ECG) interpretation system is operable to receive a captured image of an ECG printout. A waveform detection function is performed on the captured image to determine a plurality of locations of a plurality of ECG waveforms in the captured image. A plurality of waveform images are generated by partitioning the captured image based on the plurality of locations, where each of the plurality of waveform images includes one of the plurality of ECG waveforms. A plurality of pseudo-raw ECG signal data is generated by performing a signal reconstruction function on each of the plurality of waveform images, where each of the plurality of pseudo-raw ECG signal data corresponds to one of the plurality of waveform images. Diagnosis data is generated by performing a diagnosing function on the plurality of pseudo-raw ECG signal data. The diagnosis data is transmitted to a client device for display via a display device.",electrocardiogram ecg interpretation system operable receive captured image ecg printout waveform detection function performed captured image determine plurality location plurality ecg waveform captured image plurality waveform image generated partitioning captured image based plurality location plurality waveform image includes one plurality ecg waveform plurality pseudoraw ecg signal data generated performing signal reconstruction function plurality waveform image plurality pseudoraw ecg signal data corresponds one plurality waveform image diagnosis data generated performing diagnosing function plurality pseudoraw ecg signal data diagnosis data transmitted client device display display device,"['G16H50/20', 'G06T7/187']","['G16H', 'G06T']",37,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[37],"G16H20/30,G16H,G16H20/00",,13,1.0
US2008013747A1,Digital stethoscope and monitoring instrument,An electronic stethoscope includes a microphone; an accelerometer to detect stethoscope movement; a processor coupled to the microphone and the accelerometer; and a speaker coupled to the processor to reproduce a biological sound.,electronic stethoscope includes microphone accelerometer detect stethoscope movement processor coupled microphone accelerometer speaker coupled processor reproduce biological sound,"['A61B7/04', 'G16H40/63']","['A61B', 'G16H']",37,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[37],"G16H20/30,G16H,G16H20/00",,13,1.0
US2009299204A1,Mobile- and web-based 12-lead ecg management,"The present invention provides a mobile and web-based 12-lead ECG management information system for processing clinical 12-lead ECG, comprising: (a) a clinical device for automatically extracting a SCP-ECG or XML-ECG file and processing signals; (b) an ECG database for saving data exported from the clinical device with web-based user interface, and a mobile database which is synchronized with the ECG database; and (c) an interactive electric document for annotating 12-lead ECG with clinical diagnosis codes.",present invention provides mobile webbased lead ecg management information system processing clinical lead ecg comprising clinical device automatically extracting scpecg xmlecg file processing signal b ecg database saving data exported clinical device webbased user interface mobile database synchronized ecg database c interactive electric document annotating lead ecg clinical diagnosis code,"['G16H15/00', 'A61B5/318']","['G16H', 'A61B']",37,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[37],"G16H20/30,G16H,G16H20/00",,13,1.0
US2009240157A1,"Device, method and computer-readable storage medium for enhanced sense event classification in implantable devices by means of morphology analysis","An implantable cardiac device, e.g., a pacemaker, defibrillator, cardioverter or biventricular pacing device, that can sense cardiac electrical signals and accurately classify the sensed events. The device provides a template signal and a test signal originated from an electrogram. The device further transforms at least the test signal into a representation of the test signal for example in numerical format where the sample values of the test signal take the form of integers. The device further determines a correlation between the template and test signals, and classifies the sense events based on the correlation. The electrogram may be an intracardiac electrogram (IEGM), atrial electrogram (AEGM), ventricular electrogram (VEGM), surface electrocardiogram (ECG) or subcutaneous electrogram.",implantable cardiac device eg pacemaker defibrillator cardioverter biventricular pacing device sense cardiac electrical signal accurately classify sensed event device provides template signal test signal originated electrogram device transforms test signal representation test signal example numerical format sample value test signal take form integer device determines correlation template test signal classifies sense event based correlation electrogram intracardiac electrogram iegm atrial electrogram aegm ventricular electrogram vegm surface electrocardiogram ecg subcutaneous electrogram,"['A61B5/0402', 'G16H50/20']","['A61B', 'G16H']",37,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[37],"G16H20/30,G16H,G16H20/00",,13,1.0
US2009234410A1,Heart Failure Decompensation Prediction Based on Cardiac Rhythm,"Systems and methods of detecting an impending cardiac decompensation of a patient measure an electrocardiogram signal of the patient. An incidence of cardiac arrhythmias is determined from the electrocardiogram signal. A risk of impending decompensation is determined in response to the incidence of cardiac arrhythmias. In many embodiments, the impending decompensation can be detected early enough to avoid, or at least delay, the impending decompensation, such that patient trauma and/or expensive ICU care can be avoided. Although embodiments make specific reference to monitoring electrocardiogram and other physiological signals with an adherent patch, the system methods and devices are applicable to many applications in which physiological monitoring is used, for example wireless physiological monitoring with implanted sensors for extended periods.",system method detecting impending cardiac decompensation patient measure electrocardiogram signal patient incidence cardiac arrhythmia determined electrocardiogram signal risk impending decompensation determined response incidence cardiac arrhythmia embodiment impending decompensation detected early enough avoid delay impending decompensation patient trauma andor expensive icu care avoided embodiment specific reference monitoring electrocardiogram physiological signal adherent patch system method device applicable application physiological monitoring example wireless physiological monitoring implanted sensor extended period,"['A61B5/363', 'G16H50/30']","['A61B', 'G16H']",37,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[37],"G16H20/30,G16H,G16H20/00",,13,1.0
US2014043149A1,Mobile communication device &amp; app for wearable defibrillator system,"A mobile communication device such as a smartphone or a tablet-type computer, can establish a local comlink with a wearable defibrillation system. At the same time, the mobile communication device can establish a remote comlink with other devices in a network such as the internet. Accordingly, communication tasks relating to the wearable defibrillation system can be performed via the local and the remote comlinks, with or without the participation of the patient, who is wearing the system. The patient can thus use the familiar interface of a mobile communication device for interacting with his defibrillator system. Moreover, he can do so while keeping on his regular clothes, which could conceal completely the wearable defibrillator system. The patient can thus preserve his dignity and privacy.",mobile communication device smartphone tablettype computer establish local comlink wearable defibrillation system time mobile communication device establish remote comlink device network internet communication task relating wearable defibrillation system performed local remote comlinks participation patient wearing system patient familiar interface mobile communication device interacting defibrillator system regular clothes conceal completely wearable defibrillator system patient preserve dignity privacy,"['H04W4/90', 'G16H10/20']","['H04W', 'G16H']",37,1.0,US20230094408A1,"A63B24/0084,G09B5/00,G09B19/00,A63B2071/0647,A63B2220/20,G09,A63B71/00,A63B2225/20,G16,A63B22/0076,A63B2220/803,A63B2220/56,A63B2220/50,A63B2220/13,G06Q,A63B22/0664,A63B2230/00,A63B2220/51,A63B2220/10,A63B71/06,G16H20/30,A63B2220/34,A63B2071/0625,A63B2230/20,A63B2225/15,A63B2220/12,A63B,A63B22/02,A63B2230/04,A63B2071/0663,A63B2220/40,A63B2071/065,A63B2024/0068,A63B22/06,A63B2220/836,A63B2071/0661,G06F1/1626,G,G06F1/00,A63B22/0048,G06F1/1698,A63B2220/17,A63B2225/00,A63B71/0619,G06F1/1684,A63B24/0075,A63B2230/75,A,G09B5/02,G16H,A63B22/0605,A63B2220/80,G06Q50/01,A63B2225/50,G06Q50/00,G06F1/1632,G06F1/16,A63B71/0622,A63B69/00,A63B2225/54,G06F1/163,G06,G06F,A63B2220/30,A63B2230/207,A63B69/0028,A63B22/00,G06F1/1613,A63B22/0056,G16H20/00,A63B24/0021,G09B,A63B24/0062,A63B24/00,A63B71/0697,A63,A63B2220/83,A63B2071/0658,A63B2024/0025,G06F1/1633,A63B2220/00","Tracking and monitoring athletic activity offers individuals with additional motivation to continue such behavior. An individual may track his or her athletic activity by completing goals. These goals may be represented by real-world objects such as food items, landmarks, buildings, statues, other physical structures, toys and the like. Each object may correspond to an athletic activity goal and require an amount of athletic activity to complete the goal. For example, a donut goal object may correspond to an athletic activity goal of burning 350 calories. The user may progress from goal object to goal object. Goal objects may increase in difficulty (e.g., amount of athletic activity required) and might only be available for selection upon completing an immediately previous goal object, a number of goal objects, an amount of athletic activity and the like.",[37],"G16H20/30,G16H,G16H20/00",,13,1.0
